Name;FirstName;BirthDate;Address_Line1;Address_Line2;Address_ZipCode;Address_City;Address_Country;Address_State;SSN;MaritalStatus;BirthRank;AttachedToAnOtherSSN;Classifications;BankAccount_Name;BankAccount_EffectiveDate;BankAccount_EndDate;BankAccount_AccountType;BankAccount_Address_Line1;BankAccount_Address_Line2;BankAccount_Address_ZipCode;BankAccount_Address_City;BankAccount_Address_Country;BankAccount_Address_State;BankAccount_AccountHolderName;BankAccount_DepositType;BankAccount_Currency;BankAccount_AccountNumber;BankAccount_RoutingNumber;BankAccount_PrenoteCompleted;BankAccount_Validated;LE;MemberId;HireDate;WorksiteState;TerminationDate;TerminationReason;EmploymentStatus;BaseSalaryAmount;BaseSalaryFrequency;WorkingHours;WorkingHoursDefinedForFrequency;WorkingCategory;SalaryCommissionAmount;SalaryCommissionFrequency;SalaryBonusAmount;SalaryBonusFrequency
Cronholm;Eneida;10161963;85 Bankers Court;;74103;Tulsa;USA;OK;373785336;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;575;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lied;Keneth;09221971;7023 Main St.;;97086;Portland;USA;OR;633437244;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;576;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Leeker;Kattie;02131942;81 Johnson Way;;68102;Omaha;USA;NE;163627686;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;577;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dishinger;Pauletta;09151942;47 Main Street;;74103;Tulsa;USA;OK;898189868;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;578;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Arosemena;Leigh;08151975;15 Broadway;;77995;San Marcos;USA;TX;747437989;Single;2;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;579;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Carleo;Kristofer;08151975;15 Broadway;;77995;San Marcos;USA;TX;917143836;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;580;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Egvirre;Elden;09041974;59 Lawrence;;97086;Portland;USA;OR;227623872;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;581;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Pensky;Benedict;07121965;92 Kansas Ave;;45202;Cincinnati;USA;OH;136134665;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;582;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dawahoya;Johnson;01221965;49 Lincoln;;68102;Omaha;USA;NE;628191757;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;583;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ollhoff;Myrtie;01221942;52 Tower of Americas;;10001;New York;USA;NY;998546287;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;584;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Blaydon;Malisa;06171964;49 Caliper Court;;10001;New York;USA;NY;265585864;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;585;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Chuyangher;Shanice;07241962;1561 South Hubbard Street ;;45202;Cincinnati;USA;OH;242678171;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;586;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mahrenholz;Wes;08241961;63 Circle Lane;;10001;New York;USA;NY;461633424;Married;1;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;587;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Ogen;Brunilda;03141954;243 Main Street;;77995;San Marcos;USA;TX;988349534;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;588;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Ibric;Takisha;04191952;66 Lawrence Circle;;45202;Cincinnati;USA;OH;781551856;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;589;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Heading;Madaline;10161963;86 Bankers Court;;74103;Tulsa;USA;OK;584552563;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;590;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mullison;Nicolle;09221971;7024 Main St.;;97086;Portland;USA;OR;666449689;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;591;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kaneta;Darell;02131942;82 Johnson Way;;68102;Omaha;USA;NE;451674477;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;592;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Klinski;Wes;09151942;48 Main Street;;74103;Tulsa;USA;OK;672985691;Single;3;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;593;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dillworth;Edmundo;08151975;15 Broadway;;77995;San Marcos;USA;TX;965736278;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;594;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Linero;Angelika;08151975;15 Broadway;;77995;San Marcos;USA;TX;871796656;Single;1;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;595;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kjergaard;Jonelle;09041974;60 Lawrence;;97086;Portland;USA;OR;374918689;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;596;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ethel;Renaldo;07121965;93 Kansas Ave;;45202;Cincinnati;USA;OH;573756884;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;597;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Krissie;Katharina;01221965;50 Lincoln;;68102;Omaha;USA;NE;829959981;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;598;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Delon;Gaylord;01221942;53 Tower of Americas;;10001;New York;USA;NY;132948233;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;599;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dormanen;Loyce;06171964;50 Caliper Court;;10001;New York;USA;NY;435885641;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;600;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Hockley;Boyce;07241962;1562 South Hubbard Street ;;45202;Cincinnati;USA;OH;228879612;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;601;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ochiai;Shanice;08241961;64 Circle Lane;;10001;New York;USA;NY;961351573;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;602;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Okorududu;Florentina;03141954;244 Main Street;;77995;San Marcos;USA;TX;878944851;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;603;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Feindt;Hong;04191952;67 Lawrence Circle;;45202;Cincinnati;USA;OH;119893734;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;604;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Carther;Janetta;10161963;87 Bankers Court;;74103;Tulsa;USA;OK;714147647;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;605;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Arendale;Shon;09221971;7025 Main St.;;97086;Portland;USA;OR;798554886;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;606;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Peecha;Michiko;02131942;83 Johnson Way;;68102;Omaha;USA;NE;684923351;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;607;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kjellsen;Ethyl;09151942;49 Main Street;;74103;Tulsa;USA;OK;591817653;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;608;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Autobee;France;08151975;15 Broadway;;77995;San Marcos;USA;TX;979559591;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;609;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gjorven;Suzann;08151975;15 Broadway;;77995;San Marcos;USA;TX;351474395;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;610;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Havier;Zulema;09041974;61 Lawrence;;97086;Portland;USA;OR;211992662;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;611;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Langi;Eldridge;07121965;94 Kansas Ave;;45202;Cincinnati;USA;OH;434592483;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;612;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Mandler;Hai;01221965;51 Lincoln;;68102;Omaha;USA;NE;984671949;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;613;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kohel;Myrtie;01221942;54 Tower of Americas;;10001;New York;USA;NY;438714717;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;614;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Marinko;Andreas;06171964;51 Caliper Court;;10001;New York;USA;NY;579577694;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;615;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Guzmdn;Mose;07241962;1563 South Hubbard Street ;;45202;Cincinnati;USA;OH;717756839;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;616;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gosda;Len;08241961;65 Circle Lane;;10001;New York;USA;NY;694784429;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;617;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Macanas;Winford;03141954;245 Main Street;;77995;San Marcos;USA;TX;521639172;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;618;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Balza;Holley;04191952;68 Lawrence Circle;;45202;Cincinnati;USA;OH;493528872;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;619;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kalberg;Mckenzie;10161963;88 Bankers Court;;74103;Tulsa;USA;OK;394321481;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;620;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kamber;Modesto;09221971;7026 Main St.;;97086;Portland;USA;OR;724398917;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;621;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Filyan;Jeramy;02131942;84 Johnson Way;;68102;Omaha;USA;NE;384286821;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;622;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dae;Shonna;09151942;50 Main Street;;74103;Tulsa;USA;OK;278198547;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;623;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Delling;Mose;08151975;15 Broadway;;77995;San Marcos;USA;TX;875633312;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;624;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Damis;Malik;08151975;15 Broadway;;77995;San Marcos;USA;TX;832933546;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;625;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Lumadue;Consuela;09041974;62 Lawrence;;97086;Portland;USA;OR;516718424;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;626;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Closey;Ethyl;07121965;95 Kansas Ave;;45202;Cincinnati;USA;OH;354268751;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;627;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Blonigan;Manual;01221965;52 Lincoln;;68102;Omaha;USA;NE;658468829;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;628;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Patwell;Zack;01221942;55 Tower of Americas;;10001;New York;USA;NY;981671462;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;629;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Dufer;Luigi;06171964;52 Caliper Court;;10001;New York;USA;NY;891513372;Married;4;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;630;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Luebbering;Loni;07241962;1564 South Hubbard Street ;;45202;Cincinnati;USA;OH;929694392;Married;1;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;631;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Chudej;Jenell;08241961;66 Circle Lane;;10001;New York;USA;NY;555222739;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;632;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Bispham;Ramonita;03141954;246 Main Street;;77995;San Marcos;USA;TX;988586432;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;633;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Ervine;Broderick;04191952;69 Lawrence Circle;;45202;Cincinnati;USA;OH;296767583;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;634;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Auther;Takisha;10161963;89 Bankers Court;;74103;Tulsa;USA;OK;953166859;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;635;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Duball;Hayden;09221971;7027 Main St.;;97086;Portland;USA;OR;856166364;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;636;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Pesarchick;Willian;02131942;85 Johnson Way;;68102;Omaha;USA;NE;273885245;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;637;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Chanchuan;Virgilio;09151942;51 Main Street;;74103;Tulsa;USA;OK;156536236;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;638;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Menkin;Arianna;08151975;15 Broadway;;77995;San Marcos;USA;TX;729267527;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;639;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ackah;Long;08151975;15 Broadway;;77995;San Marcos;USA;TX;384137526;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;640;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ellerbeck;Boyce;09041974;63 Lawrence;;97086;Portland;USA;OR;729914716;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;641;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Ochsenbein;Wes;07121965;96 Kansas Ave;;45202;Cincinnati;USA;OH;861866422;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;642;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bonaguidi;Porter;01221965;53 Lincoln;;68102;Omaha;USA;NE;372621181;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;643;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Baladejo;Sommer;01221942;56 Tower of Americas;;10001;New York;USA;NY;385839871;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;644;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Hantula;Virgilio;06171964;53 Caliper Court;;10001;New York;USA;NY;672465411;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;645;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Deklerk;Esta;07241962;1565 South Hubbard Street ;;45202;Cincinnati;USA;OH;263994169;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;646;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Buttimer;Arlie;08241961;67 Circle Lane;;10001;New York;USA;NY;122734831;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;647;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Greiser;Carletta;03141954;247 Main Street;;77995;San Marcos;USA;TX;416728566;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;648;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Bogguess;Elden;04191952;70 Lawrence Circle;;45202;Cincinnati;USA;OH;935975453;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;649;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Javis;Dayle;10161963;90 Bankers Court;;74103;Tulsa;USA;OK;615388358;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;650;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Bodison;Kenyetta;09221971;7028 Main St.;;97086;Portland;USA;OR;524451424;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;651;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Glowinski;Malik;02131942;86 Johnson Way;;68102;Omaha;USA;NE;767327897;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;652;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Grillette;Lonny;09151942;52 Main Street;;74103;Tulsa;USA;OK;717362796;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;653;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Grimlie;Manual;08151975;15 Broadway;;77995;San Marcos;USA;TX;589193247;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;654;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Khensamphanh;Waylon;08151975;15 Broadway;;77995;San Marcos;USA;TX;519181659;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;655;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Colglazier;Jewel;09041974;64 Lawrence;;97086;Portland;USA;OR;576453296;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;656;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Breines;Stanton;07121965;97 Kansas Ave;;45202;Cincinnati;USA;OH;877238719;Single;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;657;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Justak;Particia;01221965;54 Lincoln;;68102;Omaha;USA;NE;671746674;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;658;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Obermoeller;Loan;01221942;57 Tower of Americas;;10001;New York;USA;NY;711184425;Married;2;FALSE;Smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;659;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Claes;Evelyne;06171964;54 Caliper Court;;10001;New York;USA;NY;498756967;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;660;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Banek;Masako;07241962;1566 South Hubbard Street ;;45202;Cincinnati;USA;OH;692474671;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;661;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Atthowe;Man;08241961;68 Circle Lane;;10001;New York;USA;NY;681269188;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;662;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Beshore;Alia;03141954;248 Main Street;;77995;San Marcos;USA;TX;515211354;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;663;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Grasha;Flavia;04191952;71 Lawrence Circle;;45202;Cincinnati;USA;OH;651129992;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;664;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Balich;Edmundo;10161963;91 Bankers Court;;74103;Tulsa;USA;OK;786885295;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;665;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Jaiyesimi;Tamala;09221971;7029 Main St.;;97086;Portland;USA;OR;866668921;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;666;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Gazza;Raina;02131942;87 Johnson Way;;68102;Omaha;USA;NE;232218549;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;667;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Buchs;Arnoldo;09151942;53 Main Street;;74103;Tulsa;USA;OK;294459513;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;668;09052006;OK;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Peetoom;Michiko;08151975;15 Broadway;;77995;San Marcos;USA;TX;239952612;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;669;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Haustein;Shon;08151975;15 Broadway;;77995;San Marcos;USA;TX;569876311;Single;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;670;09052006;TX;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Michealson;Casie;09041974;65 Lawrence;;97086;Portland;USA;OR;299627764;Single;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;671;09052006;OR;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Defiglio;Buck;07121965;98 Kansas Ave;;45202;Cincinnati;USA;OH;391726376;Single;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;672;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Covarruvia;Hilma;01221965;55 Lincoln;;68102;Omaha;USA;NE;314512976;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;673;09052006;NE;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Kunkleman;Dominque;01221942;58 Tower of Americas;;10001;New York;USA;NY;184789334;Married;1;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;674;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Czerno;Michale;06171964;55 Caliper Court;;10001;New York;USA;NY;423694761;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;675;09052006;NY;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Girad;Del;07241962;1567 South Hubbard Street ;;45202;Cincinnati;USA;OH;343512127;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;676;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
Litvak;Britt;08241961;69 Circle Lane;;10001;New York;USA;NY;851526745;Married;3;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;677;09052006;NY;;;Active;17250;Annually;20;Weekly;Part time;0;Annually;0;Annually
Dorvillier;Willian;03141954;249 Main Street;;77995;San Marcos;USA;TX;953484912;Married;2;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;678;09052006;TX;;;Active;20000;Annually;25;Weekly;Part time;0;Annually;0;Annually
Gab;Arlen;04191952;72 Lawrence Circle;;45202;Cincinnati;USA;OH;552449638;Married;4;FALSE;Non smoker;;;;;;;;;;;;;;;;;FALSE;0000000002;679;09052006;OH;;;Active;35500;Annually;40;Weekly;Full time;0;Annually;0;Annually
